"","month","origin_state","dest_state","N"
"835",1,"oklahoma","georgia",297
"836",1,"massachusetts","california",925
"837",1,"michigan","wisconsin",486
"838",1,"wisconsin","michigan",488
"839",1,"utah","new york",227
"840",1,"oregon","georgia",89
"841",1,"utah","massachusetts",82
"842",1,"new mexico","georgia",57
"843",1,"georgia","new mexico",57
"844",1,"california","indiana",97
"845",1,"utah","kentucky",31
"846",1,"north carolina","utah",82
"847",1,"louisiana","minnesota",47
"848",1,"idaho","utah",648
"849",1,"washington","alaska",830
"850",1,"georgia","u.s. virgin islands",65
"851",1,"u.s. virgin islands","georgia",65
"852",1,"alaska","washington",831
"853",1,"michigan","south carolina",57
"854",1,"pennsylvania","minnesota",263
"855",1,"louisiana","utah",27
"856",1,"utah","louisiana",27
"857",1,"connecticut","michigan",132
"858",1,"oregon","washington",511
"859",1,"kentucky","minnesota",200
"860",1,"utah","michigan",119
"861",1,"new jersey","minnesota",269
"862",1,"massachusetts","utah",82
"863",1,"new york","puerto rico",378
"864",1,"puerto rico","new york",379
"865",1,"virginia","washington",181
"866",1,"washington","virginia",182
"867",1,"georgia","maine",27
"868",1,"utah","virginia",58
"869",1,"minnesota","north dakota",692
"870",1,"utah","florida",199
"871",1,"kentucky","new york",444
"872",1,"michigan","new jersey",311
"873",1,"new jersey","michigan",281
"874",1,"minnesota","ohio",250
"875",1,"michigan","ohio",390
"876",1,"massachusetts","minnesota",248
"877",1,"utah","north carolina",82
"878",1,"wyoming","utah",160
"879",1,"utah","wyoming",160
"880",1,"michigan","washington",151
"881",1,"washington","oregon",488
"882",1,"minnesota","utah",148
"883",1,"kansas","georgia",81
"884",1,"georgia","kansas",81
"885",1,"minnesota","idaho",50
"886",1,"south carolina","new york",417
"887",1,"minnesota","new jersey",270
"888",1,"new york","washington",236
"889",1,"minnesota","indiana",201
"890",1,"utah","ohio",27
"891",1,"michigan","louisiana",121
"892",1,"virginia","utah",58
"893",1,"mississippi","georgia",474
"894",1,"utah","indiana",27
"895",1,"west virginia","georgia",139
"896",1,"tennessee","washington",63
"897",1,"oregon","michigan",24
"898",1,"new york","utah",226
"899",1,"washington","tennessee",62
"900",1,"kentucky","california",96
"901",1,"minnesota","pennsylvania",264
"902",1,"indiana","utah",27
"903",1,"massachusetts","texas",432
"904",1,"massachusetts","washington",156
"905",1,"michigan","oregon",24
"906",1,"ohio","utah",26
"907",1,"michigan","puerto rico",31
"908",1,"puerto rico","michigan",31
"909",1,"georgia","oregon",89
"910",1,"utah","hawaii",50
"911",1,"hawaii","utah",50
"912",1,"idaho","minnesota",50
"913",1,"washington","washington",591
"914",1,"indiana","washington",56
"915",1,"washington","indiana",56
"916",1,"indiana","minnesota",200
"917",1,"georgia","rhode island",81
"918",1,"new york","kentucky",444
"919",1,"rhode island","georgia",81
"920",1,"hawaii","georgia",31
"921",1,"georgia","hawaii",31
"922",1,"south carolina","michigan",57
"923",1,"tennessee","utah",45
"924",1,"new york","oregon",83
"925",1,"minnesota","kentucky",199
"926",1,"massachusetts","kentucky",106
"927",1,"kentucky","massachusetts",106
"928",1,"washington","massachusetts",156
"929",1,"maine","georgia",27
"930",1,"north carolina","washington",145
"931",1,"michigan","rhode island",85
"932",1,"ohio","minnesota",248
"933",1,"hawaii","minnesota",23
"934",1,"minnesota","hawaii",22
"935",1,"washington","kentucky",17
"936",1,"georgia","south dakota",27
"937",1,"georgia","wyoming",11
"938",1,"georgia","montana",13
"939",1,"montana","georgia",13
"940",1,"minnesota","puerto rico",4
"941",1,"puerto rico","minnesota",4
"942",1,"california","montana",73
"943",1,"wyoming","new york",4
"944",1,"new york","wyoming",4
"945",1,"wyoming","georgia",11
"946",1,"montana","michigan",8
"947",1,"michigan","montana",8
"948",1,"montana","california",74
"949",1,"north dakota","georgia",7
"950",1,"georgia","north dakota",8
"951",1,"illinois","oklahoma",275
"952",1,"illinois","mississippi",62
"953",1,"mississippi","illinois",62
"954",1,"west virginia","illinois",101
"955",1,"illinois","west virginia",100
"956",1,"arizona","south dakota",101
"957",1,"south dakota","arizona",101
"958",1,"wyoming","california",98
"959",1,"california","wyoming",97
"960",1,"oklahoma","illinois",280
"961",1,"idaho","illinois",80
"962",1,"illinois","idaho",80
"963",1,"texas","oregon",268
"964",1,"oregon","new mexico",31
"965",1,"new mexico","oregon",31
"966",1,"washington","montana",145
"967",1,"montana","washington",143
"968",1,"idaho","oregon",62
"969",1,"oregon","idaho",86
"970",1,"indiana","michigan",467
"971",1,"minnesota","minnesota",946
"972",1,"kentucky","michigan",346
"973",1,"nebraska","utah",57
"974",1,"oklahoma","utah",90
"975",1,"utah","oklahoma",89
"976",1,"oklahoma","michigan",31
"977",1,"wyoming","washington",8
"978",1,"washington","wyoming",8
"979",1,"minnesota","nebraska",269
"980",1,"maine","michigan",58
"981",1,"minnesota","kansas",56
"982",1,"utah","nebraska",57
"983",1,"nebraska","michigan",77
"984",1,"nebraska","minnesota",269
"985",1,"minnesota","iowa",225
"986",1,"utah","wisconsin",54
"987",1,"michigan","maine",59
"988",1,"washington","wisconsin",56
"989",1,"michigan","kentucky",346
"990",1,"utah","new mexico",87
"991",1,"utah","iowa",26
"992",1,"michigan","indiana",467
"993",1,"michigan","iowa",182
"994",1,"oklahoma","minnesota",56
"995",1,"new mexico","utah",88
"996",1,"georgia","west virginia",139
"997",1,"south dakota","utah",31
"998",1,"utah","south dakota",31
"999",1,"iowa","utah",26
"1000",1,"minnesota","oklahoma",56
"1001",1,"iowa","michigan",182
"1002",1,"wisconsin","washington",57
"1003",1,"iowa","minnesota",225
"1004",1,"wisconsin","utah",53
"1005",1,"kansas","minnesota",56
"1006",1,"michigan","nebraska",77
"1007",1,"utah","utah",346
"1008",1,"michigan","oklahoma",31
"1009",1,"north dakota","north dakota",86
"1010",1,"north dakota","colorado",290
"1011",1,"kansas","kansas",108
"1012",1,"wyoming","colorado",368
"1013",1,"colorado","colorado",1670
"1014",1,"colorado","wyoming",368
"1015",1,"colorado","north dakota",303
"1016",1,"illinois","maine",57
"1017",1,"oklahoma","california",40
"1018",1,"california","oklahoma",40
"1019",1,"wisconsin","california",66
"1020",1,"california","wisconsin",66
"1021",1,"maine","illinois",58
"1022",1,"new york","nebraska",49
"1023",1,"alabama","michigan",30
"1024",1,"new york","new york",1770
"1025",1,"michigan","alabama",31
"1026",1,"nebraska","new york",49
"1027",1,"wyoming","wyoming",39
"1028",1,"california","arkansas",27
"1029",1,"arkansas","california",26
"1030",1,"illinois","wyoming",58
"1031",1,"new york","alabama",64
"1032",1,"alabama","new york",64
"1033",1,"wyoming","illinois",58
"1034",1,"new jersey","colorado",261
"1035",1,"new jersey","california",1014
"1036",1,"puerto rico","virginia",67
"1037",1,"virginia","puerto rico",66
"1038",1,"illinois","puerto rico",76
"1039",1,"new jersey","virginia",474
"1040",1,"new jersey","massachusetts",573
"1041",1,"virginia","new jersey",438
"1042",1,"california","new jersey",1016
"1043",1,"new jersey","washington",130
"1044",1,"texas","puerto rico",134
"1045",1,"colorado","connecticut",39
"1046",1,"puerto rico","texas",134
"1047",1,"tennessee","new jersey",285
"1048",1,"connecticut","colorado",39
"1049",1,"colorado","hawaii",129
"1050",1,"hawaii","colorado",129
"1051",1,"washington","new jersey",130
"1052",1,"colorado","new jersey",260
"1053",1,"massachusetts","new jersey",574
"1054",1,"new jersey","u.s. virgin islands",31
"1055",1,"new jersey","louisiana",166
"1056",1,"u.s. virgin islands","new jersey",31
"1057",1,"u.s. virgin islands","virginia",31
"1058",1,"virginia","u.s. virgin islands",31
"1059",1,"new jersey","ohio",285
"1060",1,"colorado","alaska",36
"1061",1,"alaska","colorado",36
"1062",1,"ohio","new jersey",297
"1063",1,"new jersey","pennsylvania",247
"1064",1,"new jersey","oregon",81
"1065",1,"new jersey","hawaii",31
"1066",1,"hawaii","new jersey",31
"1067",1,"new jersey","new york",191
"1068",1,"montana","new jersey",31
"1069",1,"new york","new jersey",196
"1070",1,"new jersey","tennessee",282
"1071",1,"u.s. pacific trust territories and possessions","u.s. pacific trust territories and possessions",88
"1072",1,"oregon","new jersey",82
"1073",1,"new jersey","montana",31
"1074",1,"wyoming","new jersey",31
"1075",1,"new jersey","wyoming",31
"1076",1,"u.s. virgin islands","illinois",16
"1077",1,"illinois","u.s. virgin islands",16
"1078",1,"kentucky","new jersey",225
"1079",1,"alaska","illinois",10
"1080",1,"illinois","alaska",11
"1081",1,"virginia","hawaii",8
"1082",1,"hawaii","virginia",8
"1083",1,"vermont","illinois",38
"1084",1,"south carolina","new jersey",138
"1085",1,"virginia","oregon",36
"1086",1,"oregon","virginia",36
"1087",1,"illinois","vermont",38
"1088",1,"u.s. virgin islands","texas",8
"1089",1,"texas","u.s. virgin islands",8
"1090",1,"pennsylvania","new jersey",239
"1091",1,"new jersey","kentucky",222
"1092",1,"nebraska","new jersey",60
"1093",1,"new jersey","indiana",164
"1094",1,"new jersey","south carolina",136
"1095",1,"missouri","new jersey",224
"1096",1,"new jersey","missouri",231
"1097",1,"new jersey","nebraska",61
"1098",1,"maine","new jersey",100
"1099",1,"new jersey","maine",79
"1100",1,"new jersey","arkansas",26
"1101",1,"indiana","new jersey",147
"1102",1,"arkansas","new jersey",26
"1103",1,"vermont","new jersey",34
"1104",1,"new jersey","vermont",33
"1105",1,"indiana","new york",284
"1106",1,"rhode island","pennsylvania",103
"1107",1,"maine","pennsylvania",64
"1108",1,"new york","arkansas",73
"1109",1,"pennsylvania","iowa",31
"1110",1,"pennsylvania","maine",64
"1111",1,"oklahoma","pennsylvania",30
"1112",1,"pennsylvania","indiana",136
"1113",1,"pennsylvania","vermont",51
"1114",1,"pennsylvania","oklahoma",31
"1115",1,"vermont","pennsylvania",51
"1116",1,"louisiana","massachusetts",74
"1117",1,"massachusetts","louisiana",73
"1118",1,"massachusetts","indiana",78
"1119",1,"indiana","massachusetts",78
"1120",1,"massachusetts","wisconsin",56
"1121",1,"wisconsin","massachusetts",57
"1122",1,"new york","maine",248
"1123",1,"michigan","new hampshire",49
"1124",1,"maine","new york",246
"1125",1,"new hampshire","new york",21
"1126",1,"new hampshire","michigan",48
"1127",1,"michigan","vermont",71
"1128",1,"iowa","new york",25
"1129",1,"vermont","michigan",71
"1130",1,"vermont","new york",207
"1131",1,"ohio","connecticut",22
"1132",1,"connecticut","ohio",22
"1133",1,"minnesota","arkansas",46
"1134",1,"new york","vermont",208
"1135",1,"new york","new hampshire",22
"1136",1,"georgia","vermont",31
"1137",1,"arkansas","minnesota",46
"1138",1,"new jersey","wisconsin",65
"1139",1,"rhode island","new jersey",56
"1140",1,"wisconsin","new jersey",65
"1141",1,"tennessee","nebraska",4
"1142",1,"ohio","louisiana",13
"1143",1,"indiana","louisiana",3
"1144",1,"louisiana","ohio",13
"1145",1,"louisiana","indiana",3
"1146",1,"nebraska","tennessee",4
"1147",1,"texas","south dakota",159
"1148",1,"south dakota","texas",160
"1149",1,"north dakota","texas",113
"1150",1,"texas","north dakota",115
"1151",1,"oklahoma","north carolina",151
"1152",1,"north carolina","nebraska",89
"1153",1,"nebraska","north carolina",89
"1154",1,"mississippi","virginia",30
"1155",1,"west virginia","pennsylvania",28
"1156",1,"wisconsin","pennsylvania",61
"1157",1,"pennsylvania","wisconsin",62
"1158",1,"connecticut","pennsylvania",110
"1159",1,"north carolina","rhode island",115
"1160",1,"arizona","massachusetts",144
"1161",1,"connecticut","california",6
"1162",1,"north carolina","u.s. virgin islands",36
"1163",1,"u.s. virgin islands","north carolina",36
"1164",1,"massachusetts","puerto rico",144
"1165",1,"puerto rico","massachusetts",147
"1166",1,"new mexico","minnesota",2
"1167",1,"wyoming","minnesota",5
"1168",1,"minnesota","wyoming",5
"1169",1,"minnesota","new mexico",1
"1170",1,"kansas","wisconsin",1
"1171",1,"new jersey","oklahoma",5
"1172",1,"oklahoma","new jersey",5
"1173",1,"maryland","washington",35
"1174",1,"arkansas","arizona",11
"1175",1,"west virginia","florida",37
"1176",1,"montana","nevada",46
"1177",1,"florida","west virginia",37
"1178",1,"north dakota","nevada",54
"1179",1,"nevada","montana",46
"1180",1,"nevada","north dakota",54
"1181",1,"montana","arizona",52
"1182",1,"arkansas","florida",45
"1183",1,"south dakota","nevada",27
"1184",1,"arizona","montana",52
"1185",1,"florida","south dakota",25
"1186",1,"florida","arkansas",45
"1187",1,"florida","north dakota",14
"1188",1,"kentucky","south carolina",2
"1189",1,"nevada","south dakota",27
"1190",1,"south dakota","florida",25
"1191",1,"north dakota","florida",14
"1192",1,"south carolina","kentucky",2
"1193",1,"mississippi","florida",2
"1194",1,"florida","mississippi",2
"1195",1,"new york","new mexico",20
"1196",1,"new mexico","new york",20
"1197",1,"puerto rico","connecticut",59
"1198",1,"connecticut","puerto rico",58
"1199",1,"massachusetts","u.s. virgin islands",4
"1200",1,"u.s. virgin islands","puerto rico",65
"1201",1,"u.s. virgin islands","massachusetts",1
"1202",1,"pennsylvania","washington",85
"1203",1,"massachusetts","oregon",34
"1204",1,"oregon","massachusetts",33
"1205",1,"washington","pennsylvania",84
"1206",1,"alaska","alaska",1872
"1207",1,"arizona","alaska",23
"1208",1,"alaska","oregon",68
"1209",1,"oregon","alaska",68
"1210",1,"alaska","california",31
"1211",1,"alaska","arizona",24
"1212",1,"california","alaska",31
"1213",1,"washington","nebraska",31
"1214",1,"nebraska","washington",31
"1215",1,"florida","oregon",41
"1216",1,"washington","south carolina",23
"1217",1,"louisiana","washington",58
"1218",1,"oregon","florida",41
"1219",1,"south carolina","washington",23
"1220",1,"washington","louisiana",58
"1221",1,"alaska","hawaii",69
"1222",1,"hawaii","alaska",69
"1223",1,"washington","new mexico",28
"1224",1,"oklahoma","washington",28
"1225",1,"washington","oklahoma",28
"1226",1,"new mexico","washington",28
"1227",1,"washington","ohio",28
"1228",1,"ohio","washington",28
"1229",1,"louisiana","south carolina",3
"1230",1,"pennsylvania","u.s. virgin islands",23
"1231",1,"u.s. virgin islands","pennsylvania",23
"1232",1,"south carolina","louisiana",3
"1233",1,"hawaii","michigan",4
"1234",1,"michigan","hawaii",4
"1235",1,"minnesota","alabama",1
"1236",1,"kentucky","missouri",61
"1237",1,"missouri","kentucky",61
"1238",1,"connecticut","kentucky",22
"1239",1,"kentucky","connecticut",22
"1240",1,"arkansas","new york",72
"1241",1,"vermont","georgia",31
"1242",1,"new jersey","rhode island",57
"1243",1,"virginia","arkansas",59
"1244",1,"puerto rico","u.s. virgin islands",62
"1245",1,"nevada","hawaii",97
"1246",1,"hawaii","nevada",98
"1247",1,"north carolina","oregon",27
"1248",1,"iowa","virginia",57
"1249",1,"virginia","iowa",57
"1250",1,"pennsylvania","arkansas",31
"1251",1,"arkansas","pennsylvania",31
"1252",1,"iowa","pennsylvania",31
"1253",1,"new york","iowa",25
"1254",2,"kentucky","florida",855
"1255",2,"new york","illinois",2068
