"","geoID","pop","cases","deaths"
"1694",27161,18612,425,8
"1695",27163,262440,3526,55
"1696",27165,10897,498,4
"1697",27167,6207,55,3
"1698",27169,50484,843,18
"1699",27171,138377,1508,7
"1700",27173,9709,148,2
"1701",28001,30693,917,36
"1702",28003,36953,768,11
"1703",28005,12297,312,10
"1704",28007,18174,641,25
"1705",28009,8259,218,1
"1706",28011,30628,1790,65
"1707",28013,14361,506,12
"1708",28015,9947,312,12
"1709",28017,17103,652,24
"1710",28019,8210,178,5
"1711",28021,8988,451,16
"1712",28023,15541,535,39
"1713",28025,19316,571,17
"1714",28027,22124,1123,27
"1715",28029,28065,1159,33
"1716",28031,18636,806,22
"1717",28033,184945,5393,55
"1718",28035,74897,2382,70
"1719",28037,7713,189,3
"1720",28039,24500,744,13
"1721",28041,13586,343,17
"1722",28043,20758,1053,35
"1723",28045,47632,561,21
"1724",28047,208080,3727,72
"1725",28049,231840,6956,155
"1726",28051,17010,1091,58
"1727",28053,8064,373,15
"1728",28055,1327,103,3
"1729",28057,23390,752,21
"1730",28059,143617,3378,67
"1731",28061,16383,549,15
"1732",28063,6990,239,9
"1733",28065,11128,325,11
"1734",28067,68098,2399,78
"1735",28069,9742,286,15
"1736",28071,54019,2072,39
"1737",28073,63343,1621,34
"1738",28075,74125,1994,124
"1739",28077,12586,425,12
"1740",28079,22786,939,37
"1741",28081,85436,2585,67
"1742",28083,28183,1362,80
"1743",28085,34153,1062,53
"1744",28087,58595,1398,57
"1745",28089,106272,3200,86
"1746",28091,24573,841,33
"1747",28093,35294,1075,15
"1748",28095,35252,1183,65
"1749",28097,9775,454,20
"1750",28099,29118,1534,103
"1751",28101,21018,756,23
"1752",28103,10417,543,15
"1753",28105,49587,1747,50
"1754",28107,34192,1440,27
"1755",28109,55535,862,50
"1756",28111,11973,406,17
"1757",28113,39288,1209,48
"1758",28115,32174,1225,16
"1759",28117,25126,808,17
"1760",28119,6792,373,5
"1761",28121,155271,3188,75
"1762",28123,28124,1161,25
"1763",28125,4321,263,12
"1764",28127,26658,1012,43
"1765",28129,15916,521,14
"1766",28131,18336,350,11
"1767",28133,25110,1411,44
"1768",28135,13809,749,18
"1769",28137,28321,951,37
"1770",28139,22015,642,16
"1771",28141,19383,657,37
"1772",28143,9632,479,13
"1773",28145,28815,978,24
"1774",28147,14286,593,25
"1775",28149,45381,1380,50
"1776",28151,43909,2174,71
"1777",28153,20183,874,21
"1778",28155,9689,331,13
"1779",28157,8630,302,17
"1780",28159,17955,723,19
"1781",28161,12108,416,14
"1782",28163,29690,1036,29
"1783",29001,25343,318,0
"1784",29003,17712,213,1
"1785",29005,5143,44,0
"1786",29007,25388,402,2
"1787",29009,35789,431,6
"1788",29011,11754,165,0
"1789",29013,16172,98,1
"1790",29015,19443,239,2
"1791",29017,12133,306,1
"1792",29019,180463,4365,6
